"Requirement.1","Change.1","Heavy.atom.No.1","Reaction.1","Mass.Difference.1","Description.1","Reaction1_No.","Requirement.2","Change.2","Heavy.atom.No.2","Reaction.2","Mass.Difference.2","Description.2","Reaction2_No.","mass change","formula change"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,481.158414,"C22H27N1O11"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C16H30O",17,"(+C16H30O)",238.229665,"addition of Palmitic acid",9,395.282429,"C26H37N1O2"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C18H30O15",33,"(+C18H30O15)",486.158475,"addition of tri-hexose",10,643.211239,"C28H37N1O16"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C2H2O",3,"(+C2H2O)",42.010565,"acetylation",11,199.063329,"C12H9N1O2"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C2H3NO",4,"(+C2H3NO)",57.021464,"glycine conjugation",12,214.074228,"C12H10N2O2"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C2H4",2,"(+C2H4)",28.0313,"addition of C2H4",13,185.084064,"C12H11N1O1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C2H5NO2S",6,"(+C2H5NO2S)",107.004101,"taurine conjugation",14,264.056865,"C12H12N2O3S1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C3H2O3",6,"(+C3H2O3)",86.000394,"malonylation",15,243.053158,"C13H9N1O4"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C3H4O",4,"(+C3H4O)",56.026215,"propionylation",16,213.078979,"C13H11N1O2"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C3H5NO2S",7,"(+C3H5NO2S)",119.004101,"S-cysteine conjugation",17,276.056865,"C13H12N2O3S1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C3H5NOS",6,"(+C3H5NOS)",103.009186,"cysteine conjugation",18,260.06195,"C13H12N2O2S1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C4H2N2O",7,"(+C4H2N2O)",94.016713,"addition of Uracil",19,251.069477,"C14H9N3O2"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C4H3N3",7,"(+C4H3N3)",93.032697,"addition of Cytosine",20,250.085461,"C14H10N4O1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C4H4O",5,"(+C4H4O)",68.026215,"crotonylation",21,225.078979,"C14H11N1O2"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C4H4O3",7,"(+C4H4O3)",100.016044,"succinylation",22,257.068808,"C14H11N1O4"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C4H6O",5,"(+C4H6O)",70.041865,"butyrylation",23,227.094629,"C14H13N1O2"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C5H3N5",10,"(+C5H3N5)",133.038845,"addition of Guanine",24,290.091609,"C15H10N6O1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C5H4N2O",8,"(+C5H4N2O)",108.032363,"addition of Thymine",25,265.085127,"C15H11N3O2"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C5H6O3",8,"(+C5H6O3)",114.031694,"glutaryllation",26,271.084458,"C15H13N1O4"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C5H7NO3S",10,"(+C5H7NO3S)",161.014666,"addition of N-acetyl-S-cysteine",27,318.06743,"C15H14N2O4S1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C5H8O4",9,"(+C5H8O4)",132.04226,"addition of D-ribose",28,289.095024,"C15H15N1O5"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C6H10O5",11,"(+C6H10O5)",162.052825,"addition of Hexose",29,319.105589,"C16H17N1O6"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C6H11O8P",15,"(+C6H11O8P)",242.019158,"addition of Glucose-6-phosphate",30,399.071922,"C16H18N1O9P1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C6H8O6",12,"(+C6H8O6)",176.03209,"addition of glucuronic acid",31,333.084854,"C16H15N1O7"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C7H13NO2",10,"(+C7H13NO2)",143.094629,"addition of Carnitine",32,300.147393,"C17H20N2O3"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,383.111737,"C19H17N3O6"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,382.127721,"C19H18N4O5"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","CH2",1,"(+CH2)",14.01565,"methylation",35,171.068414,"C11H9N1O1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","CO",2,"(+CO)",27.994915,"addition of CO",36,185.047679,"C11H7N1O2"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","CO2",3,"(+CO2)",43.98983,"addition of CO2",37,201.042594,"C11H7N1O3"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","H2",0,"(+H2)",2.01565,"hydrogenation",38,159.068414,"C10H9N1O1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","H2O",1,"(+H2O)",18.010565,"addition of water",39,175.063329,"C10H9N1O2"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","HPO3",4,"(+HPO3)",79.966333,"addition of Phosphate",40,237.019097,"C10H8N1O4P1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","NH",1,"(+NH)",15.010899,"addition of NH",41,172.063663,"C10H8N2O1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","NH3",1,"(+NH3)",17.026549,"addition of ammonia",42,174.079313,"C10H10N2O1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","O",1,"(+O)",15.994915,"oxidation",43,173.047679,"C10H7N1O2"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","SO3",4,"(+SO3)",79.956817,"sulfate conjugation",44,237.009581,"C10H7N1O4S1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"HS","O3",4,"(SH -> SO3H)",47.984745,"Thiol to Sulfonic acid",45,205.037509,"C10H7N1O4"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","H2P2O6",8,"(+H2P2O6)",159.932661,"addition of di-phosphate",46,316.985425,"C10H9N1O7P2"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","H3P3O9",12,"(+H3P3O9)",239.898992,"addition of tri-phosphate",47,396.951756,"C10H10N1O10P3"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","FH-1",1,"(+F-H)",17.990578,"fluorination",48,175.043342,"C10H6N1O1F1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","ClH-1",1,"(+Cl-H)",33.961028,"chlorination",49,191.013792,"C10H6N1O1Cl1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","BrH-1",1,"(+Br-H)",77.910512,"bromination",50,234.963276,"C10H6N1O1Br1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","IH-1",1,"(+I-H)",125.896648,"iodination",51,282.949412,"C10H6N1O1I1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"NH2","H-2O2",3,"(NH2 -> NO2)",29.974179,"nitrification",52,187.026943,"C10H5N1O3"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","CF3H-1",4,"(+CF3-H)",67.987385,"addition of trifluoromethyl",53,225.040149,"C11H6N1O1F3"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C5NH11",6,"(+C5NH11)",85.089149,"addition of choline",54,242.141913,"C15H18N2O1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C5H6O",6,"(+C5H6O)",82.041865,"addition of tiglyl",55,239.094629,"C15H13N1O2"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","NO2H-1",3,"(+NO2-H)",44.985078,"addition of nitro",56,202.037842,"C10H6N2O3"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C7H6",7,"(+C7H7-H)",91.054775,"addition of benzyl",57,248.107539,"C17H13N1O1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C6H4",6,"(+C6H5-H)",76.0313,"addition of phenyl",58,233.084064,"C16H11N1O1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H","C2H2O2",4,"(+C2H2O2)",58.005479,"addition of acetic acid",59,215.058243,"C12H9N1O3"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C5H5N5","C-5H-3N-5O",10,"(-C5H5N5 + H2O)",-117.04393,"loss of Adenine",60,40.008834,"C5H4N-4O2"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C10H11N5O3","C-10H-11N-5O-3",18,"(-C10H11N5O3)",-249.08619,"loss of Adenosine",61,-92.033426,"H-4N-4O-2"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C10H11N5O4","C-10H-11N-5O-4",19,"(-C10H11N5O4)",-265.081105,"loss of Guanosine",62,-108.028341,"H-4N-4O-3"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C10H12N2O4","C-10H-12N-2O-4",16,"(-C10H12N2O4)",-224.079708,"loss of Thymidine",63,-67.026944,"H-5N-1O-3"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C10H15N3O5S","C-10H-15N-3O-5S-1",19,"(-C10H15N3O5S)",-289.073244,"loss of Glutathione",64,-132.02048,"H-8N-2O-4S-1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C10H15N3O6S","C-10H-15N-3O-6S-1",20,"(-C10H15N3O6S)",-305.068159,"loss of S-Glutathione",65,-148.015395,"H-8N-2O-5S-1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C12H20O10","C-12H-20O-10",22,"(-C12H20O10)",-324.10565,"loss of di-hexose",67,-167.052886,"C-2H-13N1O-9"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C16H30O","C-16H-30O-1",17,"(-C16H30O)",-238.229665,"loss of Palmitic acid",68,-81.176901,"C-6H-23N1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C18H30O15","C-18H-30O-15",33,"(-C18H30O15)",-486.158475,"loss of tri-hexose",69,-329.105711,"C-8H-23N1O-14"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C2H2O","C-2H-2O-1",3,"(-C2H2O)",-42.010565,"Deacetylation",70,115.042199,"C8H5N1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C2H3NO","C-2H-3N-1O-1",4,"(-C2H3NO)",-57.021464,"loss of glycine",71,100.0313,"C8H4"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C2H4","C-2H-4",2,"(-C2H4)",-28.0313,"loss of C2H4",72,129.021464,"C8H3N1O1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C2H5NO2S","C-2H-5N-1O-2S-1",6,"(-C2H5NO2S)",-107.004101,"loss of taurine",73,50.048663,"C8H2O-1S-1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C3H2O3","C-3H-2O-3",6,"(-C3H2O3)",-86.000394,"loss of malonyl",74,71.05237,"C7H5N1O-2"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C3H4O","C-3H-4O-1",4,"(-C3H4O)",-56.026215,"loss of propionyl",75,101.026549,"C7H3N1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C3H5NO2S","C-3H-5N-1O-2S-1",7,"(-C3H5NO2S)",-119.004101,"loss of S-cysteine",76,38.048663,"C7H2O-1S-1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C3H5NOS","C-3H-5N-1O-1S-1",6,"(-C3H5NOS)",-103.009186,"loss of cysteine",77,54.043578,"C7H2S-1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C4H2N2O","C-4H-2N-2O-1",7,"(-C4H2N2O)",-94.016713,"loss of Uracil",78,63.036051,"C6H5N-1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C4H3N3","C-4H-3N-3",7,"(-C4H3N3)",-93.032697,"loss of Cytosine",79,64.020067,"C6H4N-2O1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C4H4O","C-4H-4O-1",5,"(-C4H4O)",-68.026215,"loss of crotonyl",80,89.026549,"C6H3N1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,57.03672,"C6H3N1O-2"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,87.010899,"C6H1N1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,24.013919,"C5H4N-4O1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,49.020401,"C5H3N-1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,43.02107,"C5H1N1O-2"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,-3.96190200000001,"C5O-2S-1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C5H8O4","C-5H-8O-4",9,"(-C5H8O4)",-132.04226,"loss of D-ribose",87,25.010504,"C5H-1N1O-3"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C6H10O5","C-6H-10O-5",11,"(-C6H10O5)",-162.052825,"loss of Hexose",88,-5.00006100000002,"C4H-3N1O-4"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C6H11O8P","C-6H-11O-8P-1",15,"(-C6H11O8P)",-242.019158,"loss of Glucose-6-phosphate",89,-84.966394,"C4H-4N1O-7P-1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C6H8O6","C-6H-8O-6",12,"(-C6H8O6)",-176.03209,"loss of glucuronic acid",90,-18.979326,"C4H-1N1O-5"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C7H13NO2","C-7H-13N-1O-2",10,"(-C7H13NO2)",-143.094629,"loss of Carnitine",91,13.958135,"C3H-6O-1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C9H10N2O5","C-9H-10N-2O-5",16,"(-C9H10N2O5)",-226.058973,"loss of Uridine",92,-69.006209,"C1H-3N-1O-4"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C9H11N3O4","C-9H-11N-3O-4",16,"(-C9H11N3O4)",-225.074957,"loss of Cytidine",93,-68.022193,"C1H-4N-2O-3"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"CH2","C-1H-2",1,"(-CH2)",-14.01565,"demethylation",94,143.037114,"C9H5N1O1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"CO","C-1O-1",2,"(-CO)",-27.994915,"loss of CO",95,129.057849,"C9H7N1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"CO2","C-1O-2",3,"(-CO2)",-43.98983,"loss of CO2",96,113.062934,"C9H7N1O-1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H2","H-2",0,"(-H2)",-2.01565,"dehydrogenation",97,155.037114,"C10H5N1O1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H2O","H-2O-1",1,"(-H2O)",-18.010565,"loss of water",98,139.042199,"C10H5N1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"HO3P","H-1O-3P-1",4,"(-HPO3)",-79.966333,"loss of Phosphate",99,77.086431,"C10H6N1O-2P-1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"HN","H-1N-1",1,"(-NH)",-15.010899,"loss of NH",100,142.041865,"C10H6O1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H3N","H-3N-1",1,"(-NH3)",-17.026549,"loss of ammonia",101,140.026215,"C10H4O1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"O","O-1",1,"(-O)",-15.994915,"loss of oxygen",102,141.057849,"C10H7N1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"O3S","O-3S-1",4,"(-SO3)",-79.956817,"loss of sulfate",103,77.095947,"C10H7N1O-2S-1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"HO3S","O-3",4,"(SO3H -> SH)",-47.984745,"Sulfonic acid to Thiol",104,109.068019,"C10H7N1O-2"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H2P2O6","H-2P-2O-6",8,"(-H2P2O6)",-159.932661,"loss of di-phosphate",105,-2.879897,"C10H5N1O-5P-2"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"H3P3O9","H-3P-3O-9",12,"(-H3P3O9)",-239.898992,"loss of tri-phosphate",106,-82.846228,"C10H4N1O-8P-3"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"F","HF-1",1,"(-F+H)",-17.990578,"defluorination",107,139.062186,"C10H8N1O1F-1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"Cl","HCl-1",1,"(-Cl+H)",-33.961028,"dechlorination",108,123.091736,"C10H8N1O1Cl-1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"Br","HBr-1",1,"(-Br+H)",-77.910512,"debromination",109,79.142252,"C10H8N1O1Br-1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"I","HI-1",1,"(-I+H)",-125.896648,"deiodination",110,31.156116,"C10H8N1O1I-1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"NO2","H2O-2",3,"(NO2 -> NH2)",-29.974179,"denitrification",111,127.078585,"C10H9N1O-1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"CF3","C-1F-3H",4,"(-CF3+H)",-67.987385,"loss of trifluoromethyl",112,89.065379,"C9H8N1O1F-3"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C5NOH13","C-5N-1H-11",6,"(-C5NH11)",-85.089149,"loss of choline",113,71.963615,"C5H-4O1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C5H7O","C-5H-6O-1",6,"(-C5H6O)",-82.041865,"loss of tiglyl",114,75.010899,"C5H1N1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"NO2","N-1O-2H1",3,"(-NO2+H)",-44.985078,"loss of nitro",115,112.067686,"C10H8O-1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C7H7","C-7H-6",7,"(-C7H7+H)",-91.054775,"loss of benzyl",116,65.997989,"C3H1N1O1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C6H5","C-6H-4",6,"(-C6H5+H)",-76.0313,"loss of phenyl",117,81.021464,"C4H3N1O1"
"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,"C2H3O2","C-2H-2O-2",4,"(-C2H2O2)",-58.005479,"loss of acetic acid",118,99.047285,"C8H5N1O-1"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,648.2113,"C24H40O20"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","C16H30O",17,"(+C16H30O)",238.229665,"addition of Palmitic acid",9,562.335315,"C28H50O11"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","C18H30O15",33,"(+C18H30O15)",486.158475,"addition of tri-hexose",10,810.264125,"C30H50O25"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","C2H2O",3,"(+C2H2O)",42.010565,"acetylation",11,366.116215,"C14H22O11"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","C2H3NO",4,"(+C2H3NO)",57.021464,"glycine conjugation",12,381.127114,"C14H23N1O11"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","C2H4",2,"(+C2H4)",28.0313,"addition of C2H4",13,352.13695,"C14H24O10"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","C2H5NO2S",6,"(+C2H5NO2S)",107.004101,"taurine conjugation",14,431.109751,"C14H25N1O12S1"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","C3H2O3",6,"(+C3H2O3)",86.000394,"malonylation",15,410.106044,"C15H22O13"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","C3H4O",4,"(+C3H4O)",56.026215,"propionylation",16,380.131865,"C15H24O11"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","C3H5NO2S",7,"(+C3H5NO2S)",119.004101,"S-cysteine conjugation",17,443.109751,"C15H25N1O12S1"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","C3H5NOS",6,"(+C3H5NOS)",103.009186,"cysteine conjugation",18,427.114836,"C15H25N1O11S1"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","C4H2N2O",7,"(+C4H2N2O)",94.016713,"addition of Uracil",19,418.122363,"C16H22N2O11"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","C4H3N3",7,"(+C4H3N3)",93.032697,"addition of Cytosine",20,417.138347,"C16H23N3O10"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","C4H4O",5,"(+C4H4O)",68.026215,"crotonylation",21,392.131865,"C16H24O11"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","C4H4O3",7,"(+C4H4O3)",100.016044,"succinylation",22,424.121694,"C16H24O13"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","C4H6O",5,"(+C4H6O)",70.041865,"butyrylation",23,394.147515,"C16H26O11"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","C5H3N5",10,"(+C5H3N5)",133.038845,"addition of Guanine",24,457.144495,"C17H23N5O10"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","C5H4N2O",8,"(+C5H4N2O)",108.032363,"addition of Thymine",25,432.138013,"C17H24N2O11"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","C5H6O3",8,"(+C5H6O3)",114.031694,"glutaryllation",26,438.137344,"C17H26O13"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","C5H7NO3S",10,"(+C5H7NO3S)",161.014666,"addition of N-acetyl-S-cysteine",27,485.120316,"C17H27N1O13S1"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","C5H8O4",9,"(+C5H8O4)",132.04226,"addition of D-ribose",28,456.14791,"C17H28O14"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","C6H10O5",11,"(+C6H10O5)",162.052825,"addition of Hexose",29,486.158475,"C18H30O15"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","C6H11O8P",15,"(+C6H11O8P)",242.019158,"addition of Glucose-6-phosphate",30,566.124808,"C18H31O18P1"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","C6H8O6",12,"(+C6H8O6)",176.03209,"addition of glucuronic acid",31,500.13774,"C18H28O16"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","C7H13NO2",10,"(+C7H13NO2)",143.094629,"addition of Carnitine",32,467.200279,"C19H33N1O12"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,550.164623,"C21H30N2O15"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,549.180607,"C21H31N3O14"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","CH2",1,"(+CH2)",14.01565,"methylation",35,338.1213,"C13H22O10"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","CO",2,"(+CO)",27.994915,"addition of CO",36,352.100565,"C13H20O11"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","CO2",3,"(+CO2)",43.98983,"addition of CO2",37,368.09548,"C13H20O12"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","H2",0,"(+H2)",2.01565,"hydrogenation",38,326.1213,"C12H22O10"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","H2O",1,"(+H2O)",18.010565,"addition of water",39,342.116215,"C12H22O11"
"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,"H","HPO3",4,"(+HPO3)",79.966333,"addition of Phosphate",40,404.071983,"C12H21O13P1"
